"","estacao_cetesb","poluente","data","concentracao"
"421","Pinheiros","CO",2018-02-25,0.2
"422","Pinheiros","CO",2018-02-26,0.516666666666667
"423","Pinheiros","CO",2018-02-27,0.5375
"424","Pinheiros","CO",2018-02-28,0.4875
"425","Pinheiros","CO",2018-03-01,0.466666666666667
"426","Pinheiros","CO",2018-03-02,0.595833333333333
"427","Pinheiros","CO",2018-03-03,0.370833333333333
"428","Pinheiros","CO",2018-03-04,0.39047619047619
"429","Pinheiros","CO",2018-03-05,0.708333333333333
"430","Pinheiros","CO",2018-03-06,0.61304347826087
"431","Pinheiros","CO",2018-03-07,0.441666666666667
"432","Pinheiros","CO",2018-03-08,0.229166666666667
"433","Pinheiros","CO",2018-03-09,0.1
"434","Pinheiros","CO",2018-03-10,0.388888888888889
"435","Pinheiros","CO",2018-03-11,0.404166666666667
"436","Pinheiros","CO",2018-03-12,0.716666666666667
"437","Pinheiros","CO",2018-03-13,0.404166666666667
"438","Pinheiros","CO",2018-03-14,0.5375
"439","Pinheiros","CO",2018-03-15,0.604166666666667
"440","Pinheiros","CO",2018-03-16,0.375
"441","Pinheiros","CO",2018-03-17,0.291666666666667
"442","Pinheiros","CO",2018-03-18,0.341666666666667
"443","Pinheiros","CO",2018-03-19,0.908333333333333
"444","Pinheiros","CO",2018-03-20,0.56
"445","Pinheiros","CO",2018-03-21,0.42334672941377
"446","Pinheiros","CO",2018-03-22,0.338648173897378
"447","Pinheiros","CO",2018-03-23,0.284615384615385
"448","Pinheiros","CO",2018-03-24,0.241666666666667
"449","Pinheiros","CO",2018-03-25,0.2
"450","Pinheiros","CO",2018-03-26,0.316666666666667
"451","Pinheiros","CO",2018-03-27,0.0166666666666667
"452","Pinheiros","CO",2018-03-28,0.711111111111111
"453","Pinheiros","CO",2018-03-29,0.475
"454","Pinheiros","CO",2018-03-30,0.241666666666667
"455","Pinheiros","CO",2018-03-31,0.3125
"456","Pinheiros","CO",2018-04-01,0.183333333333333
"457","Pinheiros","CO",2018-04-02,0.304166666666667
"458","Pinheiros","CO",2018-04-03,0.358333333333333
"459","Pinheiros","CO",2018-04-04,0.25
"460","Pinheiros","CO",2018-04-05,0.254166666666667
"461","Pinheiros","CO",2018-04-06,0.170833333333333
"462","Pinheiros","CO",2018-04-07,0.225
"463","Pinheiros","CO",2018-04-08,0.126086956521739
"464","Pinheiros","CO",2018-04-09,0.15
"465","Pinheiros","CO",2018-04-10,0.272222222222222
"466","Pinheiros","CO",2018-04-11,0.241666666666667
"467","Pinheiros","CO",2018-04-12,0.408333333333333
"468","Pinheiros","CO",2018-04-13,0.554166666666667
"469","Pinheiros","CO",2018-04-14,0.129166666666667
"470","Pinheiros","CO",2018-04-15,0.0909090909090909
"471","Pinheiros","CO",2018-04-16,0.278768509755433
"472","Pinheiros","CO",2018-04-17,0.211111111111111
"473","Pinheiros","CO",2018-04-18,0.3
"474","Pinheiros","CO",2018-04-19,0.8375
"475","Pinheiros","CO",2018-04-20,1.02916666666667
"476","Pinheiros","CO",2018-04-21,0.7875
"477","Pinheiros","CO",2018-04-22,0.233333333333333
"478","Pinheiros","CO",2018-04-23,0.408333333333333
"479","Pinheiros","CO",2018-04-24,0.475
"480","Pinheiros","CO",2018-04-25,0.391666666666667
"481","Pinheiros","CO",2018-04-26,0.495833333333333
"482","Pinheiros","CO",2018-04-27,0.45
"483","Pinheiros","CO",2018-04-28,0.375
"484","Pinheiros","CO",2018-04-29,0.625
"485","Pinheiros","CO",2018-04-30,0.960869565217391
"486","Pinheiros","CO",2018-05-01,0.833333333333333
"487","Pinheiros","CO",2018-05-02,0.45
"488","Pinheiros","CO",2018-05-03,0.44
"489","Pinheiros","CO",2018-05-04,0.805555555555556
"490","Pinheiros","CO",2018-05-05,0.816666666666667
"491","Pinheiros","CO",2018-05-06,0.341666666666667
"492","Pinheiros","CO",2018-05-07,0.291666666666667
"493","Pinheiros","CO",2018-05-08,0.2875
"494","Pinheiros","CO",2018-05-09,0.377614085841158
"495","Pinheiros","CO",2018-05-10,0.404105633286281
"496","Pinheiros","CO",2018-05-11,0.416755373108187
"497","Pinheiros","CO",2018-05-12,0.538252868930243
"498","Pinheiros","CO",2018-05-13,0.528779365865384
"499","Pinheiros","CO",2018-05-14,0.242857142857143
"500","Pinheiros","CO",2018-05-15,0.375
"501","Pinheiros","CO",2018-05-16,0.3
"502","Pinheiros","CO",2018-05-17,0
"503","Pinheiros","CO",2018-05-18,0.42001091072263
"504","Pinheiros","CO",2018-05-19,0.44476705279751
"505","Pinheiros","CO",2018-05-20,0.446404595445974
"506","Pinheiros","CO",2018-05-21,0.545110687182325
"507","Pinheiros","CO",2018-05-22,0.490533517598468
"508","Pinheiros","CO",2018-05-23,0.614476370570496
"509","Pinheiros","CO",2018-05-24,0.465648138785202
"510","Pinheiros","CO",2018-05-25,0.200356721842811
"511","Pinheiros","CO",2018-05-26,0.182265623359031
"512","Pinheiros","CO",2018-05-27,0.429166666666667
"513","Pinheiros","CO",2018-05-28,0.445833333333333
"514","Pinheiros","CO",2018-05-29,0.416666666666667
"515","Pinheiros","CO",2018-05-30,0.695833333333333
"516","Pinheiros","CO",2018-05-31,1.19583333333333
"517","Pinheiros","CO",2018-06-01,1.16086956521739
"518","Pinheiros","CO",2018-06-02,1.15
"519","Pinheiros","CO",2018-06-03,0.345833333333333
"520","Pinheiros","CO",2018-06-04,0.35
"521","Pinheiros","CO",2018-06-05,0.825
"522","Pinheiros","CO",2018-06-06,0.871428571428571
"523","Pinheiros","CO",2018-06-07,0.883333333333333
"524","Pinheiros","CO",2018-06-08,0.560869565217391
"525","Pinheiros","CO",2018-06-09,0.720833333333333
"526","Pinheiros","CO",2018-06-10,0.966666666666667
"527","Pinheiros","CO",2018-06-11,1.92
"528","Pinheiros","CO",2018-06-12,1.04705882352941
"529","Pinheiros","CO",2018-06-13,0.820833333333333
"530","Pinheiros","CO",2018-06-14,0.383333333333333
"531","Pinheiros","CO",2018-06-15,0.45
"532","Pinheiros","CO",2018-06-16,0.391666666666667
"533","Pinheiros","CO",2018-06-17,0.445833333333333
"534","Pinheiros","CO",2018-06-18,0.4875
"535","Pinheiros","CO",2018-06-19,0.554166666666667
"536","Pinheiros","CO",2018-06-20,1.04166666666667
"537","Pinheiros","CO",2018-06-21,1.85833333333333
"538","Pinheiros","CO",2018-06-22,1.55
"539","Pinheiros","CO",2018-06-23,1.86086956521739
"540","Pinheiros","CO",2018-06-24,1.41666666666667
"541","Pinheiros","CO",2018-06-25,1.50434782608696
"542","Pinheiros","CO",2018-06-26,1.9375
"543","Pinheiros","CO",2018-06-27,1.775
"544","Pinheiros","CO",2018-06-28,1.36666666666667
"545","Pinheiros","CO",2018-06-29,1.53333333333333
"546","Pinheiros","CO",2018-06-30,1.53333333333333
"547","Pinheiros","CO",2018-07-01,0.866666666666667
"548","Pinheiros","CO",2018-07-02,2.05909090909091
"549","Pinheiros","CO",2018-07-03,1.1625
"550","Pinheiros","CO",2018-07-04,0.828571428571429
"551","Pinheiros","CO",2018-07-05,1.94166666666667
"552","Pinheiros","CO",2018-07-06,2.07391304347826
"553","Pinheiros","CO",2018-07-07,1.275
"554","Pinheiros","CO",2018-07-08,1.5695652173913
"555","Pinheiros","CO",2018-07-09,0.916666666666667
"556","Pinheiros","CO",2018-07-10,0.665217391304348
"557","Pinheiros","CO",2018-07-11,0.709090909090909
"558","Pinheiros","CO",2018-07-12,0.822727272727273
"559","Pinheiros","CO",2018-07-13,1.32727272727273
"560","Pinheiros","CO",2018-07-14,2.05909090909091
"561","Pinheiros","CO",2018-07-15,2.43
"562","Pinheiros","CO",2018-07-16,2.43181818181818
"563","Pinheiros","CO",2018-07-17,1.70454545454545
"564","Pinheiros","CO",2018-07-18,2.19090909090909
"565","Pinheiros","CO",2018-07-19,2.21666666666667
"566","Pinheiros","CO",2018-07-20,2.14583333333333
"567","Pinheiros","CO",2018-07-21,1.5125
"568","Pinheiros","CO",2018-07-22,0.841666666666667
"569","Pinheiros","CO",2018-07-23,1.49166666666667
"570","Pinheiros","CO",2018-07-24,1.3875
"571","Pinheiros","CO",2018-07-25,1.0625
"572","Pinheiros","CO",2018-07-26,1.25416666666667
"573","Pinheiros","CO",2018-07-27,1.50713670905811
"574","Pinheiros","CO",2018-07-28,2.05333333333333
"575","Pinheiros","CO",2018-07-29,1.6337519575059
"576","Pinheiros","CO",2018-07-30,1.31264055079451
"577","Pinheiros","CO",2018-07-31,1.04373290702513
"578","Pinheiros","CO",2018-08-01,0.82093654807199
"579","Pinheiros","CO",2018-08-02,0.4
"580","Pinheiros","CO",2018-08-03,0.908333333333333
"581","Pinheiros","CO",2018-08-04,0.629166666666667
"582","Pinheiros","CO",2018-08-05,0.525
"583","Pinheiros","CO",2018-08-06,0.729166666666667
"584","Pinheiros","CO",2018-08-07,0.329166666666667
"585","Pinheiros","CO",2018-08-08,0.770833333333333
"586","Pinheiros","CO",2018-08-09,0.483333333333333
"587","Pinheiros","CO",2018-08-10,0.355555555555556
"588","Pinheiros","CO",2018-08-11,0.3
"589","Pinheiros","CO",2018-08-12,0.195833333333333
"590","Pinheiros","CO",2018-08-13,0.261904761904762
"591","Pinheiros","CO",2018-08-14,0.520833333333333
"592","Pinheiros","CO",2018-08-15,0.520833333333333
"593","Pinheiros","CO",2018-08-16,0.3125
"594","Pinheiros","CO",2018-08-17,0.316666666666667
"595","Pinheiros","CO",2018-08-18,0.35
"596","Pinheiros","CO",2018-08-19,0.5
"597","Pinheiros","CO",2018-08-20,0.695833333333333
"598","Pinheiros","CO",2018-08-21,0.5625
"599","Pinheiros","CO",2018-08-22,0.633333333333333
"600","Pinheiros","CO",2018-08-23,1.06521739130435
"601","Pinheiros","CO",2018-08-24,1.09166666666667
"602","Pinheiros","CO",2018-08-25,0.416666666666667
"603","Pinheiros","CO",2018-08-26,0.183333333333333
"604","Pinheiros","CO",2018-08-27,0.233333333333333
"605","Pinheiros","CO",2018-08-28,0.3
"606","Pinheiros","CO",2018-08-29,0.61918323233632
"607","Pinheiros","CO",2018-08-30,1.51007626816323
"608","Pinheiros","CO",2018-08-31,0.424116466565927
"609","Pinheiros","CO",2018-09-01,0.472033539020039
"610","Pinheiros","CO",2018-09-02,0.435481879879509
"611","Pinheiros","CO",2018-09-03,0.636423603263679
"612","Pinheiros","CO",2018-09-04,0.608014749284342
"613","Pinheiros","CO",2018-09-05,0.484266103242318
"614","Pinheiros","CO",2018-09-06,0.552800108133024
"615","Pinheiros","CO",2018-09-07,0.587027984607608
"616","Pinheiros","CO",2018-09-08,0.753614421419958
"617","Pinheiros","CO",2018-09-09,0.758231802239929
"618","Pinheiros","CO",2018-09-10,0.643009159704484
"619","Pinheiros","CO",2018-09-11,0.803181517354999
"620","Pinheiros","CO",2018-09-12,0.650814700783241
"621","Pinheiros","CO",2018-09-13,0.736129000509471
"622","Pinheiros","CO",2018-09-14,0.560633728429064
"623","Pinheiros","CO",2018-09-15,0.673146474822066
"624","Pinheiros","CO",2018-09-16,0.734294637181135
"625","Pinheiros","CO",2018-09-17,0.716009883297607
"626","Pinheiros","CO",2018-09-18,0.771094719534318
"627","Pinheiros","CO",2018-09-19,0.665515619213463
"628","Pinheiros","CO",2018-09-20,0.739584374554242
"629","Pinheiros","CO",2018-09-21,0.828308181606241
"630","Pinheiros","CO",2018-09-22,0.914655021838862
"631","Pinheiros","CO",2018-09-23,0.805070091776416
"632","Pinheiros","CO",2018-09-24,0.504464688321281
"633","Pinheiros","CO",2018-09-25,0.565231291152242
"634","Pinheiros","CO",2018-09-26,0.7
"635","Pinheiros","CO",2018-09-27,0.8375
"636","Pinheiros","CO",2018-09-28,0.5
"637","Pinheiros","CO",2018-09-29,0.338461538461538
"638","Pinheiros","CO",2018-09-30,0.546153846153846
"639","Pinheiros","CO",2018-10-01,1.075
"640","Pinheiros","CO",2018-10-02,0.966666666666667
"641","Pinheiros","CO",2018-10-03,0.670833333333333
"642","Pinheiros","CO",2018-10-04,0.370833333333333
"643","Pinheiros","CO",2018-10-05,0.254166666666667
"644","Pinheiros","CO",2018-10-06,0.279166666666667
"645","Pinheiros","CO",2018-10-07,0.404166666666667
"646","Pinheiros","CO",2018-10-08,0.775
"647","Pinheiros","CO",2018-10-09,0.729166666666667
"648","Pinheiros","CO",2018-10-10,0.679166666666667
"649","Pinheiros","CO",2018-10-11,0.35
"650","Pinheiros","CO",2018-10-12,0.354166666666667
"651","Pinheiros","CO",2018-10-13,0.704166666666667
"652","Pinheiros","CO",2018-10-14,0.258333333333333
"653","Pinheiros","CO",2018-10-15,0.429166666666667
"654","Pinheiros","CO",2018-10-16,0.466666666666667
"655","Pinheiros","CO",2018-10-17,0.7125
"656","Pinheiros","CO",2018-10-18,0.616666666666667
"657","Pinheiros","CO",2018-10-19,0.3875
"658","Pinheiros","CO",2018-10-20,0.208333333333333
"659","Pinheiros","CO",2018-10-21,0.154166666666667
"660","Pinheiros","CO",2018-10-22,0.2875
"661","Pinheiros","CO",2018-10-23,0.395833333333333
"662","Pinheiros","CO",2018-10-24,0.341666666666667
"663","Pinheiros","CO",2018-10-25,0.608333333333333
"664","Pinheiros","CO",2018-10-26,0.729166666666667
"665","Pinheiros","CO",2018-10-27,0.4375
"666","Pinheiros","CO",2018-10-28,0.204166666666667
"667","Pinheiros","CO",2018-10-29,0.233333333333333
"668","Pinheiros","CO",2018-10-30,0.441666666666667
"669","Pinheiros","CO",2018-10-31,0.625
"670","Pinheiros","CO",2018-11-01,0.6125
"671","Pinheiros","CO",2018-11-02,0.270833333333333
"672","Pinheiros","CO",2018-11-03,0.3625
"673","Pinheiros","CO",2018-11-04,0.295652173913043
"674","Pinheiros","CO",2018-11-05,0.229166666666667
"675","Pinheiros","CO",2018-11-06,0.333333333333333
"676","Pinheiros","CO",2018-11-07,0.291666666666667
"677","Pinheiros","CO",2018-11-08,0.254166666666667
"678","Pinheiros","CO",2018-11-09,0.316666666666667
"679","Pinheiros","CO",2018-11-10,0.404166666666667
"680","Pinheiros","CO",2018-11-11,0.4625
"681","Pinheiros","CO",2018-11-12,0.408333333333333
"682","Pinheiros","CO",2018-11-13,0.516666666666667
"683","Pinheiros","CO",2018-11-14,0.604166666666667
"684","Pinheiros","CO",2018-11-15,0.36875
"685","Pinheiros","CO",2018-11-16,0.204166666666667
"686","Pinheiros","CO",2018-11-17,0.266666666666667
"687","Pinheiros","CO",2018-11-18,0.333333333333333
"688","Pinheiros","CO",2018-11-19,0.205882352941176
"689","Pinheiros","CO",2018-11-20,0.152173913043478
"690","Pinheiros","CO",2018-11-21,0.291666666666667
"691","Pinheiros","CO",2018-11-22,0.495652173913043
"692","Pinheiros","CO",2018-11-23,0.704166666666667
"693","Pinheiros","CO",2018-11-24,0.415
"694","Pinheiros","CO",2018-11-25,0.340909090909091
"695","Pinheiros","CO",2018-11-26,0.2125
"696","Pinheiros","CO",2018-11-27,0.208333333333333
"697","Pinheiros","CO",2018-11-28,0.325
"698","Pinheiros","CO",2018-11-29,0.5375
"699","Pinheiros","CO",2018-11-30,0.779166666666667
"700","Pinheiros","CO",2018-12-01,0.558333333333333
"701","Pinheiros","CO",2018-12-02,0.426086956521739
"702","Pinheiros","CO",2018-12-03,0.2875
"703","Pinheiros","CO",2018-12-04,0.516666666666667
"704","Pinheiros","CO",2018-12-05,0.625
"705","Pinheiros","CO",2018-12-06,0.35
"706","Pinheiros","CO",2018-12-07,0.254166666666667
"707","Pinheiros","CO",2018-12-08,0.178260869565217
"708","Pinheiros","CO",2018-12-09,0.241666666666667
"709","Pinheiros","CO",2018-12-10,0.429166666666667
"710","Pinheiros","CO",2018-12-11,0.558333333333333
"711","Pinheiros","CO",2018-12-12,0.520833333333333
"712","Pinheiros","CO",2018-12-13,0.625
"713","Pinheiros","CO",2018-12-14,0.647058823529412
"714","Pinheiros","CO",2018-12-15,0.625
"715","Pinheiros","CO",2018-12-16,0.483333333333333
"716","Pinheiros","CO",2018-12-17,0.566666666666667
"717","Pinheiros","CO",2018-12-18,0.491666666666667
"718","Pinheiros","CO",2018-12-19,0.683333333333333
"719","Pinheiros","CO",2018-12-20,0.616666666666667
"720","Pinheiros","CO",2018-12-21,0.666666666666667
"721","Pinheiros","CO",2018-12-22,0.504166666666667
"722","Pinheiros","CO",2018-12-23,0.417391304347826
"723","Pinheiros","CO",2018-12-24,0.383333333333333
"724","Pinheiros","CO",2018-12-25,0.2375
"725","Pinheiros","CO",2018-12-26,0.270833333333333
"726","Pinheiros","CO",2018-12-27,0.2875
"727","Pinheiros","CO",2018-12-28,0.408333333333333
"728","Pinheiros","CO",2018-12-29,0.475
"729","Pinheiros","CO",2018-12-30,0.345833333333333
"730","Pinheiros","CO",2018-12-31,0.269565217391304
"731","Pinheiros","CO",2019-01-01,0.304166666666667
"732","Pinheiros","CO",2019-01-02,0.445833333333333
"733","Pinheiros","CO",2019-01-03,0.3875
"734","Pinheiros","CO",2019-01-04,0.55
"735","Pinheiros","CO",2019-01-05,0.468181818181818
"736","Pinheiros","CO",2019-01-06,0.425
"737","Pinheiros","CO",2019-01-07,0.6
"738","Pinheiros","CO",2019-01-08,0.654166666666667
"739","Pinheiros","CO",2019-01-09,0.357142857142857
"740","Pinheiros","CO",2019-01-10,0.4
"741","Pinheiros","CO",2019-01-11,0.630434782608696
"742","Pinheiros","CO",2019-01-12,0.375
"743","Pinheiros","CO",2019-01-13,0.345833333333333
"744","Pinheiros","CO",2019-01-14,0.547826086956522
"745","Pinheiros","CO",2019-01-15,0.5125
"746","Pinheiros","CO",2019-01-16,0.608333333333333
"747","Pinheiros","CO",2019-01-17,0.668181818181818
"748","Pinheiros","CO",2019-01-18,0.641666666666667
"749","Pinheiros","CO",2019-01-19,0.447619047619048
"750","Pinheiros","CO",2019-01-20,0.391666666666667
"751","Pinheiros","CO",2019-01-21,0.45
"752","Pinheiros","CO",2019-01-22,0.583333333333333
"753","Pinheiros","CO",2019-01-23,0.458333333333333
"754","Pinheiros","CO",2019-01-24,0.4875
"755","Pinheiros","CO",2019-01-25,0.331818181818182
"756","Pinheiros","CO",2019-01-26,0.645833333333333
"757","Pinheiros","CO",2019-01-27,0.3875
"758","Pinheiros","CO",2019-01-28,0.654166666666667
"759","Pinheiros","CO",2019-01-29,0.895833333333333
"760","Pinheiros","CO",2019-01-30,1.17058823529412
"761","Pinheiros","CO",2019-01-31,0.669230769230769
"762","Pinheiros","CO",2019-02-01,0.8875
"763","Pinheiros","CO",2019-02-02,0.558333333333333
"764","Pinheiros","CO",2019-02-03,0.266666666666667
"765","Pinheiros","CO",2019-02-04,0.291666666666667
"766","Pinheiros","CO",2019-02-05,0.25
"767","Pinheiros","CO",2019-02-06,0.545833333333333
"768","Pinheiros","CO",2019-02-07,0.408333333333333
"769","Pinheiros","CO",2019-02-08,0.604166666666667
"770","Pinheiros","CO",2019-02-09,0.383333333333333
"771","Pinheiros","CO",2019-02-10,0.354166666666667
"772","Pinheiros","CO",2019-02-11,0.516666666666667
"773","Pinheiros","CO",2019-02-12,0.520833333333333
"774","Pinheiros","CO",2019-02-13,0.275
"775","Pinheiros","CO",2019-02-14,0.220833333333333
"776","Pinheiros","CO",2019-02-15,0.7625
"777","Pinheiros","CO",2019-02-16,0.579166666666667
"778","Pinheiros","CO",2019-02-17,0.575
"779","Pinheiros","CO",2019-02-18,0.695833333333333
"780","Pinheiros","CO",2019-02-19,0.541666666666667
"781","Pinheiros","CO",2019-02-20,0.520833333333333
"782","Pinheiros","CO",2019-02-21,0.775
"783","Pinheiros","CO",2019-02-22,0.95
"784","Pinheiros","CO",2019-02-23,1.1
"785","Pinheiros","CO",2019-02-24,0.62
"786","Pinheiros","CO",2019-02-25,0.520833333333333
"787","Pinheiros","CO",2019-02-26,0.776190476190476
"788","Pinheiros","CO",2019-02-27,0.570833333333333
"789","Pinheiros","CO",2019-02-28,0.659090909090909
"790","Pinheiros","CO",2019-03-01,1.2
"791","Pinheiros","CO",2019-03-02,0.829166666666667
"792","Pinheiros","CO",2019-03-03,0.7125
"793","Pinheiros","CO",2019-03-04,0.603382429732867
"794","Pinheiros","CO",2019-03-05,0.590638311993482
"795","Pinheiros","CO",2019-03-06,0.941176470588235
"796","Pinheiros","CO",2019-03-07,0.9
"797","Pinheiros","CO",2019-03-08,0.791666666666667
"798","Pinheiros","CO",2019-03-09,1.19047619047619
"799","Pinheiros","CO",2019-03-10,0.2375
"800","Pinheiros","CO",2019-03-11,0.25
"801","Pinheiros","CO",2019-03-12,0.35
"802","Pinheiros","CO",2019-03-13,0.526086956521739
"803","Pinheiros","CO",2019-03-14,0.604545454545454
"804","Pinheiros","CO",2019-03-15,0.55
"805","Pinheiros","CO",2019-03-16,0.260869565217391
"806","Pinheiros","CO",2019-03-17,0.4375
"807","Pinheiros","CO",2019-03-18,0.741666666666667
"808","Pinheiros","CO",2019-03-19,0.566666666666667
"809","Pinheiros","CO",2019-03-20,0.383333333333333
"810","Pinheiros","CO",2019-03-21,0.329166666666667
"811","Pinheiros","CO",2019-03-22,0.295833333333333
"812","Pinheiros","CO",2019-03-23,0.295833333333333
"813","Pinheiros","CO",2019-03-24,0.379166666666667
"814","Pinheiros","CO",2019-03-25,0.516666666666667
"815","Pinheiros","CO",2019-03-26,0.616666666666667
"816","Pinheiros","CO",2019-03-27,0.366666666666667
"817","Pinheiros","CO",2019-03-28,0.295833333333333
"818","Pinheiros","CO",2019-03-29,0.225
"819","Pinheiros","CO",2019-03-30,0.279166666666667
"820","Pinheiros","CO",2019-03-31,0.2625
"821","Pinheiros","CO",2019-04-01,0.216666666666667
"822","Pinheiros","CO",2019-04-02,0.308333333333333
"823","Pinheiros","CO",2019-04-03,0.733333333333333
"824","Pinheiros","CO",2019-04-04,1.04166666666667
"825","Pinheiros","CO",2019-04-05,1.0375
"826","Pinheiros","CO",2019-04-06,0.575
"827","Pinheiros","CO",2019-04-07,0.55
"828","Pinheiros","CO",2019-04-08,0.629166666666667
"829","Pinheiros","CO",2019-04-09,0.421739130434783
"830","Pinheiros","CO",2019-04-10,0.395833333333333
"831","Pinheiros","CO",2019-04-11,0.441666666666667
"832","Pinheiros","CO",2019-04-12,0.691666666666667
"833","Pinheiros","CO",2019-04-13,1.36
"834","Pinheiros","CO",2019-04-14,0.25
